filename,page_no,label,text,bounding_box
0002_jit.2015.5.pdf,11,heading,Conclusion,"[42.76173913043473, 462.66484472049683, 85.69341614906827, 473.39776397515527]"
0002_jit.2015.5.pdf,11,body,"Technologies are constituted by unique affordances, but the
development and expression of those affordances are shaped by
the institutional logics in which technologies are designed,
implemented, and used. This is, after all, the origin of the hack.
Hacking intends to liberate affordances from the institutional
logics in which they are frozen and redistribute them in
alternative configurations for new purposes. In the market
sphere, these circumscribing logics are logics of accumulation.
With this view in mind, my aim has been to begin to identify and
theorize the currently institutionalizing logic of accumulation
that produces hyperscale assemblages of objective and subjective
data about individuals and their habitats for the purposes of
knowing, controlling, and modifying behavior to produce new
varieties of commodification, monetization, and control.
The development of the Internet and methods to access the
World Wide Web spread computer mediation from bounded
sites of work and specialized action to global ubiquity both at
the institutional interface and in the intimate spheres of
everyday experience. High tech firms, led by Google, perceived
new profit opportunities in these facts. Google understood
that were it to capture more of these data, store them, and
analyze them, they could substantially affect the value of
advertising. As Google’s capabilities in this arena developed
and attracted historic levels of profit, it produced successively
ambitious practices that expand the data lens from past virtual","[41.86732919254653, 474.2921739130434, 289.6188819875776, 748.8760248447204]"
0002_jit.2015.5.pdf,11,body,"behavior to current and future actual behavior. New moneti-
zation opportunities are thus associated with a new global
architecture of data capture and analysis that produces
rewards and punishments aimed at modifying and commodi-
tizing behavior for profit.
Many of the practices associated with capitalizing on these
newly perceived opportunities challenged social norms asso-
ciated with privacy and are contested as violations of rights
and laws. In result, Google and other actors learned to obscure
their operations, choosing to invade undefended individual
and social territory until opposition is encountered, at which
point they can use their substantial resources to defend at low
cost what had already been taken. In this way, surveillance
assets are accumulated and attract significant surveillance
capital while producing their own surprising new politics and
social relations.
These new institutional facts have been allowed to stand for
a variety of reasons: they were constructed at high velocity and
designed to be undetectable. Outside a narrow realm of
experts, few people understood their meaning. Structural
asymmetries of knowledge and rights made it impossible for
people to learn about these practices. Leading tech companies
were respected and treated as emissaries of the future. Nothing
in past experience prepared people for these new practices,
and so there were few defensive barriers for protection.
Individuals quickly came to depend upon the new information
and communication tools as necessary resources in the
increasingly stressful, competitive, and stratified struggle for
effective life. The new tools, networks, apps, platforms, and
media thus became requirements for social participation.
Finally, the rapid buildup of institutionalized facts – data
brokerage, data analytics, data mining, professional specializa-
tions, unimaginable cash flows, powerful network effects, state
collaboration, hyperscale material assets, and unprecedented
concentrations of information power – produced an over-
whelming sense of inevitability.
These developments became the basis for a fully institutio-
nalized new logic of accumulation that I have called surveil-
lance capitalism. In this new regime, a global architecture of
computer mediation turns the electronic text of the bounded
organization into an intelligent world-spanning organism that
I call Big Other. New possibilities of subjugation are produced
as this innovative institutional logic thrives on unexpected and
illegible mechanisms of extraction and control that exile
persons from their own behavior.
Under these conditions, the division of learning and its
contests are civilizational in scope. To the question ‘who
participates?’ the answer is – those with the material, knowl-
edge, and financial resources to access Big Other. To the
question ‘who decides?’ the answer is, access to Big Other is
decided by new markets in the commodification of behavior:
markets in behavioral control. These are composed of those
who sell opportunities to influence behavior for profit and
those who purchase such opportunities. Thus Google, for
example, may sell access to an insurance company, and this
company purchases the right to intervene in an information
loop in your car or your kitchen in order to increase its
revenues or reduce its costs. It may shut off your car, because
you are driving too fast. It may lock your fridge when you put
yourself at risk of heart disease or diabetes by eating too much
ice cream. You might then face the prospect of either higher
premiums or loss of coverage. Google’s Chief Economist Hal","[305.71826086956514, 69.12447204968946, 553.4698136645962, 749.7704347826086]"
0002_jit.2015.5.pdf,12,body,"Varian celebrates such possibilities as new forms of contract,
when in fact they represent the end of contracts. Google’s
rendering of information civilization replaces the rule of law
and the necessity of social trust as the basis for human
communities with a new life-world of rewards and punish-
ments, stimulus and response. Surveillance capitalism offers a
new regime of comprehensive facts and compliance with facts.
It is, I have suggested, a coup from above – the installation of a
new kind of sovereign power.
The automated ubiquitous architecture of Big Other, its
derivation in surveillance assets, and its function as pervasive
surveillance, highlights other surprising new features of this
logic of accumulation. It undermines the historical relationship
between markets and democracies, as it structures the firm as
formally indifferent to and radically distant from its populations.
Surveillance capitalism is immune to the traditional reciprocities
in which populations and capitalists needed one another for
employment and consumption. In this new model, populations
are targets of data extraction. This radical disembedding from
the social is another aspect of surveillance capitalism’s anti-
democratic character. Under surveillance capitalism, democracy
no longer functions as a means to prosperity; democracy
threatens surveillance revenues.
Will surveillance capitalism be the hegemonic logic of
accumulation in our time, or will it be an evolutionary dead-
end that cedes to other emerging information-based market
forms? What alternative trajectories to the future might be
associated with these competing forms? I suggest that the
prospects of information civilization rest on the answers to
these questions. There are many dimensions of surveillance
capitalism that require careful analysis and theorization if
we are to reckon with these prospects. One obvious dimen-
sion is the imbrication of public and private authority in the
surveillance project. Since Edward Snowden, we have
learned of the blurring of public and private boundaries in
surveillance activities including collaborations and con-
structive interdependencies between state security authori-
ties and high tech firms. Another key set of issues involves
the relationship of surveillance capitalism – and its potential
competitors – to overarching global concerns such as
equality and climate disruptions that effect all our future
prospects. A third issue concerns the velocity of social
evolution compared to that at which the surveillance project
is institutionalized. It seems clear that the waves of lawsuits
breaking on the shores of the new surveillance fortress are
unlikely to alter the behavior of surveillance capitalists.
Were surveillance capitalists to abandon their contested
practices according to the demands of aggrieved parties, the
very logic of accumulation responsible for their rapid rise to
immense wealth and historic concentrations of power
would be undermined. The value of the steady flow of legal
actions is rather to establish new precedents and ultimately
new laws. The question is whether the lag in social evolution
can be remedied before the full consequences of the
surveillance project take hold.
Finally, and most important for all scholars and citizens, is
the fact that we are at the very beginning of the narrative that
will carry us toward new answers. The trajectory of this
narrative depends in no small measure on the scholars drawn
to this frontier project and the citizens who act in the knowl-
edge that deception-induced ignorance is no social contract,
and freedom from uncertainty is no freedom.","[41.86732919254653, 70.01888198757767, 290.51329192546575, 748.8760248447204]"
0002_jit.2015.5.pdf,12,heading,References,"[304.823850931677, 670.1679503105589, 350.4387577639751, 681.7952795031056]"
0002_jit.2015.5.pdf,12,references,"Acemoglu, D. and Robinson, J.A. (2012). Why Nations Fail: The origins of power,
prosperity, and poverty, New York, NY: Crown Business.
Anderson, N. (2010). Why Google keeps your data forever, tracks you with ads,
ArsTechnica.8 March [WWW document] http://arstechnica.com/tech-policy/
news/2010/03/google-keeps-your-data-to-learn-from-good-guys-fight-off-bad-
guys.ars(accessed 21 November 2014).","[303.9294409937888, 687.1617391304347, 551.6809937888198, 744.4039751552795]"
0002_jit.2015.5.pdf,13,references,"Angwin, J. (2012). Google faces new privacy probes, Wall Street Journal. 16 March
[WWW document] http://online.wsj.com/articles/SB100014240527023046
92804577283821586827892 (accessed 21 November 2014).
Angwin, J. (2014). Dragnet Nation: A quest for privacy, security, and freedom in a
world of relentless surveillance, New York: Times Books.
Arendt, H. (1998). The Human Condition, Chicago, IL: University of Chicago Press.
Assange, J. (2014). When Google Met WikiLeaks, New York, NY: OR Books.
Auletta, K. (2009). Googled: The end of the world as we know it, New York, NY:
Penguin Books.
Barker, A. and Fontanella-Khan, J. (2014). Google feels political wind shift against
it in Europe, Financial Times. 21 May [WWW document] http://www.ft.com/
intl/cms/s/2/7848572e-e0c1-11e3-a934-00144feabdc0.html#axzz3JjXPNno5
(accessed 21 November 2014).
BBC (2010). Internet access ‘a human right’, BBC News. 8 March [WWW
document] http://news.bbc.co.uk/2/hi/8548190.stm.
BBC News (2014). Wearables tracked with Raspberry Pi. 1 August [WWW
document] http://www.bbc.com/news/technology-28602997 (accessed 22
November 2014).
Benkler, Y. (2006). The Wealth of Networks: How social production transforms
markets and freedom, New Haven, CT: Yale University Press.
Berle, A.A. and Means, G.C. (1991). The Modern Corporation and Private
Property, New Brunswick, NJ: Transaction Publishers.
Bhimani, A. and Willcocks, L. (2014). Digitisation, ‘Big Data’ and the
Transformation of Accounting Information, Accounting and Business Research
44(4): 469–490.
Bond, R.M., Fariss, C.J., Jones, J.J., Kramer, A.D.I., Marlow, C., Settle, J.E. and
Fowler, J.H. (2012). A 61-million-person Experiment in Social Influence and
Political Mobilization, Nature 482(Sept 13): 295.
boyd, danah and Crawford, K. (2011). Six provocations for big data. Presented at
the A Decade in Internet Time: Symposium on the Dynamics of the Internet and
Society, Oxford Internet Institute. [WWW document] http://www.ssrn.com/
abstract=1926431.
Bradshaw, T. (2014a). Google bets on ‘internet of things’ with $3.2bn Nest deal,
Financial Times. , 13 January [WWW document] http://www.ft.com/intl/cms/s/
0/90b8714a-7c99-11e3-b514-00144feabdc0.html#axzz3hbfec0he (accessed 22
November 2014).
Bradshaw, T. (2014b). Google buys UK artificial intelligence start-up, Financial
Times. 27 January [WWW document] http://www.ft.com/intl/cms/s/0/
f92123b2-8702-11e3-aa31-00144feab7de.html#axzz3HBfEc0HE (accessed 22
November 2014).
Braudel, F. (1984). The Perspective of the World, New York, NY: Harper & Row.
Brewster, T. (2014). Traffic lights, fridges and how they’ve all got it in for us,
Register. 23 June [WWW document] http://www.theregister.co.uk/2014/06/23/
hold_interthreat/ (accessed 22 November 2014).
Burdon, M. and McKillop, A. (2013). The Google Street View Wi-Fi Scandal and
Its Repercussions for Privacy Regulation (Research Paper No. 14-07), University
of Queensland TC Beime School of Law. [WWW document] http://papers.ssrn.
com/sol3/papers.cfm?abstract_id=2471316.
Calo, R. (2014). Digital Market Manipulation, George Washington Law Review
82(4): 995–1051.
Chandler, Jr A.D. (1977). The Visible Hand: The Managerial Revolution in
American Business, Cambridge, MA: Belknap Press.
Cisco (2013a). Embracing the internet of everything to capture your share of $14.4
trillion, Cisco Systems, Inc. [WWW document] http://www.cisco.com/web/
about/ac79/docs/innov/IoE_Economy.pdf (accessed 9 June 2014).
Cisco (2013b). The internet of everything: global private sector economic analysis,
Cisco Systems, Inc. [WWW document] http://www.cisco.com/web/about/ac79/
docs/innov/IoE_Economy_FAQ.pdf (accessed 22 November 2014).
CNIL (2014, September 25). Google privacy policy: WP29 proposes a compliance
package, Commission Nationale de L’informatique et Des Libertés.
[WWW document] http://www.cnil.fr/english/news-and-events/news/article/
google-privacy-policy-wp29-proposes-a-compliance-package/ (accessed 21
November 2014).
Cohen, L. (2003). A Consumers’ Republic: The politics of mass consumption in
postwar America, New York, NY: Knopf.
Constantiou, I.D. and Kallinikos, J. (2014). New Games, New Rules: Big data and
the changing context of strategy, Journal of Information Technology, advance
online publication 9 September, doi: 10.1057/jit.2014.17.
Davis, G. (2011). The Twilight of the Berle and Means Corporation, Seattle
University Law Review 34(4): 1121–1138.
Davis, G. (2013). After the Corporation, Politics & Society 41(2): 283–308.","[40.972919254658336, 70.91329192546586, 290.51329192546575, 742.6151552795031]"
0002_jit.2015.5.pdf,13,references,"Dean, J. (2009). Challenges in building large-scale information retrieval systems,
Google Fellow Presentation. [WWW document] http://static.googleusercontent.
com/media/research.google.com/en/us/people/jeff/WSDM09-keynote.pdf
(accessed 22 November 2014).
Dean, J. and Ghemawat, S. (2008). MapReduce: Simplified data processing on
large clusters, Communications of the ACM 51(1): 107.
Döpfner, M. (2014). Why we fear Google, Frankfurter Allgemeine Zeitung.
[WWW document] http://www.faz.net/aktuell/feuilleton/debatten/mathias-
doepfner-s-open-letter-to-eric-schmidt-12900860.html (accessed 17 April
2014).
Doyle, J. (2013, November 15). Google facing legal action in EVERY EU country
over ‘data goldmine’ collected about users, Daily Mail Online. [WWW
document] http://www.dailymail.co.uk/sciencetech/article-2302870/Google-
facing-legal-action-EVERY-EU-country-data-goldmine-collected-users.html
(accessed 21 November 2014).
Durkheim, E. (1964). The Division of Labor in Society, New York, NY: Free Press.
Dwoskin, E. (2014). What secrets your phone is sharing about you, Wall Street
Journal. 14 January [WWW document] http://online.wsj.com/articles/
SB10001424052702303453004579290632128929194.
Economist (2014). The new GE: Google, everywhere. 18 January [WWW
document] http://www.economist.com/news/business/21594259-string-deals-
internet-giant-has-positioned-itself-become-big-inventor-and.
EPIC (2014a). Google glass and privacy, Electronic Privacy Information Center.
[WWW document] https://epic.org/privacy/google/glass/ (accessed 15
November 2014).
EPIC (2014b). Investigations of Google Street View, Electronic Privacy Information
Center. [WWW document] https://epic.org/privacy/streetview/ (accessed 21
November 2014).
Farahany, N.A. (2012). Searching Secrets, University of Pennsylvania Law Review
160(5): 1239–1308.
Farzad, R. (2014). Google at $400 billion: a new no. 2 in market cap,
BusinessWeek: Technology. 12 February [WWW document] http://www
.businessweek.com/articles/2014-02-12/google-at-400-billion-a-new-no-dot-
2-in-market-cap.
Finamore, E. and Dutta, K. (2014). ‘Summoning the demon’: artificial intelligence
is real threat to humanity, says PayPal founder, The Independent. [WWW
document] http://www.independent.co.uk/life-style/gadgets-and-tech/news/
tesla-boss-elon-musk-warns-artificial-intelligence-development-is-summoning-
the-demon-9819760.html (accessed 22 November 2014).
Fink, E. (2014). This drone can steal what’s on your phone, CNNMoney. 20 March
[WWW document] http://money.cnn.com/2014/03/20/technology/security/
drone-phone/index.html (accessed 22 November 2014).
Flynn, K. (2014). Facebook will share users’ political leanings with ABC news,
BuzzFeed, Huffington Post. 31 October [WWW document] http://www.
huffingtonpost.com/2014/10/31/facebook-buzzfeed-politics_n_6082312.html
(accessed 22 November 2014).
Foroohar, R. (2014). Tech titans are living in a naïve, dangerously insular bubble,
Time. 24 January[WWW document] http://business.time.com/2014/01/24/eric-
schmidt-george-soros-a-tale-of-two-titans/.
Forster, N. (1767). An Enquiry into the Causes of the Present High Price of
Provisions, London, UK: J. Fletcher and Co.
Gabriel, S. (2014). Sigmar Gabriel political consequences of the Google debate,
Frankfurter Allgemeine Zeitung. 20 May [WWW document] http://www.faz.net/
aktuell/feuilleton/debatten/the-digital-debate/sigmar-gabriel-consequences-of-
the-google-debate-12948701.html.
Gapper, J. (2014). We are the product facebook has been testing, FT. [WWW
document] http://www.ft.com/intl/cms/s/0/6576b0c2-0138-11e4-a938-
00144feab7de.html#axzz3R6dH0dDm (accessed 5 July 2014).
Garside, J. (2014). From Google to Amazon: EU goes to war against power of US
digital giants, Guardian. 5 July [WWW document] http://www.theguardian.
com/technology/2014/jul/06/google-amazon-europe-goes-to-war-power-digital-
giants (accessed 21 November 2014).
Gibbs, S. (2014). Google’s founders on the future of health, transport – and robots,
Guardian. 7 July [WWW document] http://www.theguardian.com/technology/
2014/jul/07/google-founders-larry-page-sergey-brin-interview (accessed 21
November 2014).
Hayek, F.A. (1988). The Fatal Conceit: The errors of socialism, Chicago, IL:
University of Chicago Press.
Herold, B. (2014). Google under fire for data-mining student email messages –
education week, Education Week. 26 March [WWW document] http://www
.edweek.org/ew/articles/2014/03/13/26google.h33.html.","[305.71826086956514, 70.01888198757767, 553.4698136645962, 743.5095652173914]"
0002_jit.2015.5.pdf,14,references,"Hilbert, M. (2013). Technological Information Inequality As an Incessantly
Moving Target: The redistribution of information and communication capacities
between 1986 and 2010, Journal of the American Society for Information Science
and Technology 65(4): 821–835.
Hoofnagle, C.J., King, J., Li, S. and Turow, J. (2010). How different are young
adults from older adults when it comes to information privacy attitudes and
policies? SSRN Electronic Journal [WWW document] http://www.ssrn.com/
abstract=1589864.
Jammet, A. (2014). The Evolution of EU Law on the Protection of Personal Data,
Center for European Law and Legal Studies 3(6): 1–18.
Kelly, H. (2014). Smartphones are fading. Wearables are next,
CNNMoney. 19 March [WWW document] http://money.cnn.com/2014/03/
19/technology/mobile/wearable-devices/index.html (accessed 22 November
2014).
Kopczynski, P. (2014). French consumer rights watchdog sues
Google, Facebook, Twitter for privacy violations, Reuters. 25 March
[WWW document] http://rt.com/news/france-facebook-google-suit-129/
(accessed 21 November 2014).
Kovach, S. (2013). Google’s plan to take over the world, Business Insider. 18 May
[WWW document] http://www.businessinsider.com/googles-plan-to-take-over-
the-world-2013-5 (accessed 22 November 2014).
Kramer, A.D.I., Guillory, J.E. and Hancock, J.T. (2014). Experimental Evidence
of Massive-Scale Emotional Contagion through Social Networks, Proceedings of
the National Academy of Sciences 111(24): 8788–8790.
Kwong, R. (2014). Did privacy concerns change your online behaviour?, FT Data
Blog. 17 September [WWW document] http://blogs.ft.com/ftdata/2014/09/17/
didprivacy-concerns-change-your-online-behaviour/ (accessed 21 November
2014).
Lanier, J. (2013). Who Owns the Future? New York, NY: Simon & Schuster.
Lanier, J. (2014). Should Facebook manipulate users?: Lack of transparency in
Facebook study, The New York Times. 30 June [WWW document] http://www
.nytimes.com/2014/07/01/opinion/jaron-lanier-on-lack-of-transparency-in-
facebook-study.html.
LA Times, A. T. S (2014, August 1). 911 calls about Facebook outage angers L.A.
County sheriff’s officials, Los Angeles Times. [WWW document] http://www
.latimes.com/local/lanow/la-me-ln-911-calls-about-facebook-outage-angers-la-
sheriffs-officials-20140801-htmlstory.html.
Levy, S. (2009). Secret of googlenomics: data-fueled recipe brews profitability,
Wired. [WWW document] http://archive.wired.com/culture/culturereviews/
magazine/17-06/nep_googlenomics (accessed 22 November 2014).
Lin, P. (2014). What if your autonomous car keeps routing you past Krispy Kreme?
The Atlantic. 22 January [WWW document] http://www.theatlantic.com/
technology/archive/2014/01/what-if-your-autonomous-car-keeps-routing-you-
past-krispy-kreme/283221/ (accessed 22 November 2014).
Locke, J. (2010). Two Treatises of Government. New York: Kessinger Publishing,
LLC.
Madden, M. (2014). Public perceptions of privacy and security in the post-
Snowden era [WWW document] http://www.pewinternet.org/2014/11/12/
public-privacy-perceptions/.
Mance, H., Ahmed, M. and Barker, A. (2014). Google break-up plan emerges
from Brussels, Financial Times. 21 November [WWW document] http://www.ft.
com/intl/cms/s/0/617568ea-71a1-11e4-9048-00144feabdc0.
html#axzz3JjXPNno5 (accessed 21 November 2014).
Manyika, J. and Chui, M. (2014). Digital era brings hyperscale challenges,
Financial Times. 13 August [WWW document] http://www.ft.com/intl/cms/s/0/
f30051b2-1e36-11e4-bb68-00144feabdc0.html?siteedition=intl#axzz3JjXPNno5
(accessed 22 November 2014).
Marthews, A. and Tucker, C. (2014). Government Surveillance and Internet Search
Behavior, Cambridge, MA: Digital Fourth. [WWW document] http://www.ssrn
.com/abstract=2412564.
Mayer-Schönberger, V. and Cukier, K. (2013). Big Data: A revolution that will
transform how we live, work, and think. Reprint edn Boston, MA: Houghton
Mifflin Harcourt.
McKendrick, N. (1982). The Consumer Revolution of Eighteenth-Century
England, in N. McKendrick, J. Brewer and J.H. Plumb (eds.) The Birth of a
Consumer Society: The commercialization of eighteenth-century England,
Bloomington, IL: Indiana University Press.
Menn, J., Schåfer, D. and Bradshaw, T. (2010). Google set for probes on data
harvesting, Financial Times. 17 May [WWW document] http://www.ft.com/intl/
cms/s/2/254ff5b6-61e2-11df-998c-00144feab49a.html#axzz3JjXPNno5
(accessed 21 November 2014).","[42.76173913043473, 69.12447204968946, 289.6188819875776, 742.6151552795031]"
0002_jit.2015.5.pdf,14,references,"Michaels, J.D. (2008). All the President’s Spies: Private-public intel-
ligence partnerships in the war on terror, California Law Review 96(4):
901–966.
Mick, J. (2011). ACLU fights for answers on police phone location data tracking,
Daily Tech. 4 August [WWW document] http://www.dailytech.com/ACLU
+Fights+for+Answers+on+Police+Phone+Location+Data+Tracking/
article22352.htm (accessed 21 November 2014).
Münstermann, B., Smolinski, B. and Sprague, K. (2014). The Enterprise IT
Infrastructure Agenda for 2014, McKinsey & Company White Paper : 1–8.
Newman, J. (2009). Google’s Schmidt Roasted for Privacy Comments, PCWorld.
11 December [WWW document] http://www.pcworld.com/article/184446/
googles_schmidt_roasted_for_privacy_comments.html (accessed 21 November
2014).
Newman, N. (2014). The costs of lost privacy: consumer harm and rising economic
inequality in the age of Google, William-Mitchell Law Review 40(2): 12.
Nicas, J. (2014). JetBlue to add bag fees, reduce legroom, Wall Street Journal.
20 November [WWW document] http://online.wsj.com/articles/jetblue-to-add-
bag-fees-reduce-legroom-1416406199.
Nissembaum, H. (2011). A Contextual Approach to Privacy Online, Daedalus
140(4): 32–48.
O’Brien, K.J. (2012). European regulators may reopen Google Street View
inquiries, The New York Times. 2 May [WWW document] http://www.nytimes.
com/2012/05/03/technology/european-regulators-to-reopen-google-street-view-
inquiries.html.
O’Brien, K.J. and Crampton, T. (2007). E.U. probes Google over data retention
policy, The New York Times. 26 May [WWW document] http://www.nytimes.
com/2007/05/26/business/26google.html.
O’Brien, K.J. and Miller, C.C. (2013). Germany’s complicated relationship with
Google Street View, Bits Blog. 23 April [WWW document] http://bits.blogs.
nytimes.com/2013/04/23/germanys-complicated-relationship-with-google-
street-view/ (accessed 21 November 2014).
Office of the Privacy Commission of Canada (2010). Google contravened
Canadian privacy law, investigation finds, Office of the Privacy Commissioner of
Canada. 19 October [WWW document] https://www.priv.gc.ca/media/nr-c/
2010/nr-c_101019_e.asp (accessed 21 November 2014).
Owen, J. (2014). Google in court again over ‘right to be above British law’ on
alleged secret monitoring, The Independent. 8 December.
Palfrey, J. (2008). The Public and the Private the United States Border with
Cyberspace, Mississippi Law Journal 78(2): 241–294.
Parnell, B.-A. (2014). Is Google building SKYNET? Ad kingpin buys AI firm
DeepMind, Register. 27 January [WWW document] http://www.theregister.co.
uk/2014/01/27/google_deep_mind_buy/ (accessed 22 November 2014).
Pentland, A. (2009). Reality mining of mobile communications: Toward a new deal
on data, in The Global Information Technology Report, World Economic Forum
& INSEAD, pp. 75–80.
PEW Research Center (2014). Digital life in 2015. (Research Report). [WWW
document] http://www.pewinternet.org/2014/03/11/digital-life-in-2025/.
Piketty, T. (2014). Capital in the Twenty-First Century, Cambridge, MA: Belknap
Press of Harvard University Press.
Plummer, Q. (2014). Google email tip-off draws privacy concerns, Tech Times.
5 August [WWW document] http://www.techtimes.com/articles/12194/
20140805/google-email-tip-off-draws-privacy-concerns.htm (accessed 21
November 2014).
Reidenberg, J.R. (2014). Data surveillance state in the United States and Europe,
Wake Forest Law Review 48(1): 583.
Richards, N.M. (2013). The Dangers of Surveillance, Harvard Law Review
126: 1934–1965.
Richards, N.M. and King, J.H. (2014). Big Data Ethics. (Accepted Paper Series)
Saint Louis, MO: Wake Forest Law Review.
Schmarzo, B. (2014). The value of data: Google gets It!!, EMC InFocus. 10 June
[WWW document] https://infocus.emc.com/william_schmarzo/the-value-of-
data-google-gets-it/.
Schmidt, E. (2014). A chance for growth, Frankfurter Allgemeine Zeitung. 9 April
[WWW document] http://www.faz.net/aktuell/feuilleton/debatten/eric-schmidt-
about-the-good-things-google-does-a-chance-for-growth-12887909.html.
Schwartz, P. (1989). The Computer in German and American Constitutional Law:
Towards an American right of informational self-determination, American
Journal of Comparative Law 37(4): 675–701.
Semitsu, J.P. (2011). From Facebook to Mug Shot: How the dearth of social
networking privacy rights revolutionized online government surveillance, Pace
Law Review 31(1): 291.","[303.9294409937888, 69.12447204968946, 551.6809937888198, 743.5095652173914]"
0002_jit.2015.5.pdf,15,references,"Sklar, M.J. (1988). The Corporate Reconstruction of American Capitalism:
1890–1916: The market, the law, and politics, New York, NY: Cambridge
University Press.
Smith, A. (1994). The Wealth of Nations. (E. Cannan, ed.), Later Printing edn
New York: Modern Library.
Snelling, D. (2014). Google Maps is tracking you! How your smartphone knows
your every move, Express.co.uk. 18 August http://www.express.co.uk/life-style/
science-technology/500811/Google-Maps-is-tracking-your-every-move
(accessed 21 November 2014).
Solove, D.J. (2007). ‘I’ve Got Nothing to Hide’ and Other Misunderstandings of
Privacy, San Diego Law Review 44: 745.
Solove, D.J. (2013). Introduction: Privacy self-management and the consent
dilemma, Harvard Law Review 126(7): 1880–1904.
Steingart, G. (2014). Google debate our weapons in the digital battle for freedom,
Frankfurter Allgemeine Zeitung. 23 June [WWW document] http://www.faz.net/
aktuell/feuilleton/debatten/the-digital-debate/google-debatte-waffen-im-
digitalen-freiheitskampf-13005653.html.
Streitfeld, D. (2013). Google admits Street View project violated privacy, New York
Times. 12 March [WWW document] http://www.nytimes.com/2013/03/13/
technology/google-pays-fine-over-street-view-privacy-breach.html.
Trotman, A. (2014). Google boss Larry Page: Europe needs to be more like
Silicon Valley and support technology, Telegraph. 31 October [WWW
document] http://www.telegraph.co.uk/technology/google/11202850/Google-boss-
Larry-Page-Europe-needs-to-be-more-like-Silicon-Valley-and-support-technology
.html.
Unger, R.M. (2007). Free Trade Reimagined: The world division of labor and the
method of economics, Princeton, NJ: Princeton University Press.
U.S. Committee on Commerce, Science, and Transportation (2013). A review of
the data broker industry: collection, use and sale of consumer data for marketing
purposes, Office of Oversight and Investigations. [WWW document] http://
www.commerce.senate.gov/public/?a=Files.Serve&File_id=0d2b3642-6221-
4888-a631-08f2f255b577.
Vaidhyanathan, Siva. (2011). The Googilization of Everything, Berkeley, CA:
University of California Press.
Varian, H.R. (2010). Computer Mediated Transactions, American Economic
Review 100(2): 1–10.
Varian, H.R. (2014). Beyond Big Data, Business Economics 49(1): 27–31.
Vasagar, J. (2014). Google could face ‘cyber courts’ in Germany over privacy rights,
Financial Times. 27 May [WWW document] http://www.ft.com/intl/cms/s/0/
a7580826-e59d-11e3-8b90-00144feabdc0.html#axzz3JjXPNno5 (accessed 21
November 21 2014).
Wallbank, P. (2012). How much server space do Internet companies need to run
their sites? Decoding the New Economy. 23 August [WWW document] http://
paulwallbank.com/2012/08/23/how-much-server-space-do-internet-companies-
need-to-run-their-sites/ (accessed 22 November 2014).
Waters, R. (2014). FT interview with Google co-founder and CEO Larry Page – FT.
com, Financial Times. 31 October [WWW document] http://www.ft.com/intl/
cms/s/2/3173f19e-5fbc-11e4-8c27-00144feabdc0.html#axzz3JjXPNno5
(accessed 21 November 2014).
Weatherill, L. (1993). The Meaning of Consumer Behavior in the Seventeenth and
Early Eighteenth-Century England, in J. Brewer and R. Porter (eds.)
Consumption and the World of Goods, London, UK: Routledge.","[41.86732919254653, 70.01888198757767, 291.40770186335396, 564.6275776397515]"
0002_jit.2015.5.pdf,15,references,"Weber, M. (1978). Economy and Society: An outline of interpretive sociology.
Vol. 1 Berkeley, CA: University of California Press.
Weiser, M. (1991). The Computer for the 21st Century, Scientific American 265(3):
94–104.
White House (2014). Big Data: seizing opportunities, preserving values (Report for
the President), Washington D.C., USA: Executive Office of the President.
[WWW document] http://www.whitehouse.gov/sites/default/files/docs/
big_data_privacy_report_may_1_2014.pdf.
Williamson, O.E. (1985). The Economic Institutions of Capitalism, New York;
London: Free Press.
Winkler, R. and Wakabayashi, D. (2014). Google to buy nest labs for $3.2 billion –
update, EuroInvestor. 14 January [WWW document] http://www.euroinvestor.
com/news/2014/01/14/google-to-buy-nest-labs-for-32-billion-update/12658007
(accessed 22 November 2014).
Ziegler, C. (2012). Facebook IPO facts and figures: the house that 100 petabytes
built, Verge. 1 February [WWW document] http://www.theverge.com/2012/2/1/
2764905/facebook-ipo-facts-and-figures-the-house-that-100-petabytes-built
(accessed 22 November 2014).
Zittrain, J. (2014). Facebook could decide an election without anyone ever finding
out, New Republic. 1 June [WWW document] http://www.newrepublic.com/
article/117878/information-fiduciary-solution-facebook-digital-
gerrymandering.
Zuboff, S. (1981). Psychological and Organizational Implications of Computer-
Mediated Work, MIT Working Paper, Center for Information Systems Research.
Zuboff, S. (1982). New Worlds of Computer-Mediated Work, Harvard Business
Review 60(5): 142–152.
Zuboff, S. (1985). Automate/Informate: The two faces of intelligent technology,
Organizational Dynamics 14(2): 5–18.
Zuboff, S. (1988). In the Age of the Smart Machine: The future of work and power,
New York, NY: Basic Books.
Zuboff, S. (2013). Computer-Mediated Work, In Sociology of Work: An
Encyclopedia, Thousand Oaks, CA: SAGE Publications, Inc. [WWW document]
http://knowledge.sagepub.com/view/sociology-of-work/n41.xml.
Zuboff, S. and Maxmin, J. (2002). The Support Economy: Why corporations are
failing individuals and the next episode of capitalism, New York, NY: Viking
Penguin.","[305.71826086956514, 70.01888198757767, 552.5754037267079, 409.8946583850932]"
